500,0.7446,22.996773958206177
1500,0.7852,190.88506722450256
2500,0.7934,211.16840195655823
3500,0.7928,1581.0269360542297
4500,0.764,8569.89882016182
5500,0.8112,17465.908206939697
6500,0.8126,15231.046344041824
7500,0.7691,15200.122761011124
